Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
"الجهاز تم تجربته على حالة مرضية بالسكر تعاني من الام القدم  وكان مناسب لتخفيف الالم اذا استخدم بالطريقة الصحيحة ،ويضا لمن لديهم الالم بسبب تشققات القدم (لا يعالج التشققات انما يخفف الالم الناتج عن تلك التشققات اثناء السير او العمل المنزلي)",,1,
مناسبه للأطفال نظرا لحجمها,,-1,
والله ثم والله هذا البائع كفو وسعره منافس للجميع والمنتج اصلي 100   بي   100 وفعال وانا انصح فيه لجميع المناطق الغير مرغوب فيها وشكرا عصام ويا ريت تجيب جميع منتجات بارتنر لاف ارجوك,"البائع،المنتج",1,"1, 1"
ممتاز وفعال,,1,
منتج جميل ورائع,منتج,1,1
شكرا على سرعة التجاوب في ارسال الطلبية,التجاوب,1,1
منتج سيء جدا جدا,منتج,-1,-1
جميع منتجات فوريفر لفنج ممتازه فكلها من منتجات طبيعيه . ومزيل العرق الوى افرشيلد ذو رائحه منعشه ولايترك اثار ويزيل الروائح الكريهه لفترات طويله,"منتجات فوريفر لفنج،منتجات",1,"1, 1"
بعد تجربة الجهاز تفاجأت بمدى سوئه وأنه كلام فاضي ولا فائدة منه,الجهاز,-1,-1
سيء جدآ,,-1,
الجهاز لم يؤدي المهمة المتوقعة منه على الوجه الأكمل,الجهاز,-1,-1
اعجبتني,,1,
السلعة غير عملية,السلعة,-1,-1
جيد سرعة التوصيل,التوصيل,1,1
الماكينه سيئه للغايه لا تصلح لإنسان بالشكل التى هى قامه منكم الى .,الماكينه,-1,-1
جهاز ممتاز ويذوب الشمع بسهوله وميزته أنه لاحاجة لـ اخراج الشمع من الجهاز .. اشتريته في وقت تخفيض أتمنى اعادة تخفيض سعره وشكرا,جهاز,1,1
السلعة ممتازة  user-Tota ممتاز,السلعة,1,1
استعمال سهل . يعدل الظهر سريع  ممتاز في الرياضه ز لا كن المشكله الوحيده انو يتقطع  ع الخفيف بس ما شاء الله تمااام !! انصح به,,1,
بصراحه جميل يضيف رائحه جميله وبياض  وتوصيل ماظول فوق الاسبوعين,,1,
سيئة جدا ومبالغ في سعرها والله لا أنصح فيها,سعر,-1,-1
جهاز دقيق في النتائج وبامكانك اختيار نوعية القراءة مرة واحدة أو ثلاث مرات ويعطيك المتوسط الحسابي للقراءات,جهاز,1,1
"غير مناسب مؤلم قليلا عند وضعه على العيون ،ولا يؤدي الغرض المطلوب ،كما ان خامته رديئة",خامه,-1,-1
منتج طيب ومفيد لصحة القدمين وانصح به الكبار في السن والباحثين عن الاسترخاء وليس له آثار جانبية لأنه طبيعي,منتج,1,1
جيد جدا  ويعطيك العافيه,,1,
نتائج الجهاز ممتازة جدا,الجهاز,1,1
جودة المادة والخياطة متدنيه,"المادة،الخياطة",-1,"-1, -1"
منتج ممتاز وخامته جميله جدا وشكله وبيلم الجسم فعلا تقييمي للمنتج ١٠/١٠ انصح بيه بس لسه مجربتش بقي هيحرر الواحد ولالا عموما ف الشتا هيبقي كويس جدا هيدفي,"منتج،خامه",1,"1, 1"
الجهاز كنت شرياه هديه لامي وهي تحكي انه جيد للعلاج الطبيعي ولآلام الظهر والرجل,الجهاز,1,1
ارجو كتابة شرح مواصفات ومميزات المنتج بالعربي,,-1,
انا لم اختبر هذا  الجهاز  بعد ولاكنى قد اختبر جهاز شبيه له وهوا فعال جداااا ولاكنى لم يحالفنى الحظ هنا لان الجهاز الذى وصلنى كان به عيب تصنيع ولم يعمل وراسلت التاجر وانا الان في مرحلة ارجاع المنتج وسوف أقوم بشرائه مرة اخره لانه فعلا منتج ممتاز,منتج,0,1
جيدة من حيث السعر والجودة معقولة ماشي الحال,"السعر،الجودة",0,"1, 0"
استخدامها سهل وممتع جداً,استخدام,1,1
منتج معجون اسنان يترك رائحة منعشه بخلاصه الصبار,,0,
المنتج جدا رائع وانصح بالتعامل مع البائع وتم التوصيل بالوقت المحدد وبكل سلاسة . انصح ايضا باقتناء هذا المنتج,المنتج,1,1
لا باس فيه,,0,
لاأنصح بها,,-1,
هذا الحذاء نال استحساني ورضايي.,الحذاء,0,1
ليس كما يقال عنه ابدا حيث انه لايتمتع بالقوة خفيف جدا,,0,
جيدة يجب ان تتوفر في البيت حيث انها رخيصة.,,1,
مممممتاااازه,,1,
منتج جيد ومناسب لسعره,منتج,1,1
الالة ممتازة وأنصح بشرائها سريعة في ازالة الشعر ودقيقة والاضاءة مساعدة جدا وأشكركم  على الدقة والسرعة في موعد وصول السلعة,الالة,1,1
جيدة جدا من ناحية مفعولها وتأثيرها على مدى شهر واحد ستلاحظين النتائج الإيجابية باذن الله.,,1,
يعطيكم الف عافيه السلعه ممتازه,,1,
قد يكون جيد ولكن لاتبدو جديده,,-1,
"لا تستحق مبلغ 50 ريال ,, وليس بها مساج بل بها هزاز مزعج",,-1,
عملي وينقصه وصلة الكهرباء للاستخدام في المنزل,,1,
لم اكن اتوقع انه مفيد وعملي الى هذه الدرجه,,1,
فكره الحذاء جيده. اتمنى ان تضعو خيار لاختيار المقاس المناسب,فكره الحذاء,0,1
سلعة ممتازة من الناحية الصحية ولكن كان من الممكن أن تكون أفضل لو اعتمدت على الشحن الكهربائي حيث أنها تحتاج للكثير من البطاريات,سلعه,0,1
الخامه سيئه والاداء فاشل,"الخامه،الاداء",-1,"-1,-1"
يكون هذا المنتج مثاليا بعد عدة جلسات في المستشفى,المنتج,1,1
جيد جدا وانصح باستخدامه يوفر وقت ومجهود,,1,
منتج في غاية الروعه,منتج,1,1
سماعه شكلها ولونها رائع وخفيفة الوزن وتفي بالغرض كاستخدام للجوال او اجهزة ام بي ثري والام بي فور واخرى,سماعه,0,1
رررائـــــــــــج جداااااا,,1,
قلنالكم غير جيد ويؤلم الأذن وغير مريح وسعره عالي جدا بالنسبة للسماعات الأخرى,سعر,-1,-1
صوت نقى جدا ومريحة وسعرها رخيصه اوى,"صوت،سعر",1,"1, 1"
سماعه ممتازة و سعرها رائع,"سماعه،سعر",1,"1, 1"
باختصار..... ممتاز,,1,
سلك قصير و الصوت سئ و التغليف سئ جدا,"سلك،الصوت،التغليف",-1,"-1, -1, -1"
"لم استخدمها طويلا،أهديتها وأشتريت أخرى أكثر تطورا وثباتا،وطبعا أغلا سعرا،وما أعتقد أن هناك ضرورة لكتابة 100 حرف.",سعر,-1,-1
العلبة مفتوحة - من غير شاحن - بعد الشحن اكثر من 10 ساعات لا تعمل الا 15 دقيقة - التعليمات بالاوديو لا تعمل - لا تعمل الا على جهاز موبايل واحد رغم ان على النت يمكن تشغيلها على موبايلين,العلبة,1,-1
أعجبتني السماعات .. أستخدمها في مشاهدة الأفلام بالكمبيوتر وهي مريحة للغاية وذات صوت جيد جداً,السماعات,1,1
تقيمى المتواضع,,1,
جيدة وعملية جدا واصبح تغيير الحقائب اسهل وامتع.. ولها مكان مخصص لكل شئ في الحقيبة... ومن السهل ايجاد ما اريد بسرعة..,تغيير الحقائب,1,1
شنطه مطلوبه الحفظ الاغراض داخل الحقيبه,,1,
للاسف اساسا ما اقدر اختار للون لأنو ما ينظغط .. وانا اتوقعت انو نفس اللون الي في الصورة وعلى دا الاساس طلبتها .. بس جاني موف بعيد تماما .. ياليت اعرف ايش السبب انو ما اقدر احدد اللون من بدري .. والمنظمة كويسا وحجمها حلو .. شكرا,"المنظمة،حجم",-1,"1, 1"
احجامها متنوعه,احجام,1,1
القرص خفيف وسعته مناسبة جدا,"القرص،سعه",1,"1, 1"
السلعة ممتازة جدا والسعر مناسب,"السلعة،السعر",1,"1, 1"
تساعد على سرعة تعبئة الأكواب خصوصة في العزومات للمشروبات الغازية العائلية بكافة اشكالها وانواعها.....,,1,
منتج جميل كما تم وصفه,منتج,1,1
"هذا القرص ممتاز،فهو سريع في نقل الملفات بفضل تقنية USB 3",القرص,1,1
عمليه جدا بسعر مناسب جدا تتناسب مع احتياجااتنا اليوميه حتى انها تناسب السيدات في حالات الطوارئ..,,1,
#NAME?,,1,
الجهاز غير عملي ومن خامات رديئه,"الجهاز،خامات",-1,"-1, -1"
جميله جدا توفر مساحه كافيه للتخزين وحفظ الامتعه ويمكن اعادة استخدامها مرة اخرى,,1,
صندوق رائع وجودته ممتازة وبسعر مناسب .. لاغنى لبيتك عنه لحفظ جميع اداواتك وعدتك,"صندوق،جودة،سعر",1,"1, 1, 1"
