Column1,Sentences,Aspects,Sentences Sentiment,Aspects Sentiment
548,"أكثر من ممتازة 
ذهبت للقرية الفرعونية مع عائلتى وأستمتعنا بالتاريخ الرائع للاجداد وهى مكان مصمم بطريقة مريحة للتحرك ولم أكن أتخيل أنها بهذا الجمال والروعة فعلا أنها فخر للمصمم وصاحب الفكرة والتنفيذ ولنا كمصريين
","التاريخ، طريقة",1,"1,1"
549,"مكان لطيف 
عندما ذهبت ذات يوم لاتفقد هذا المكان فكان لا يختر فى بالى انه بهذا الشكل واقصد ان الزياره كانت رائع وانت بداخل المركب وتستمع للشرح عنى القريه وانشئها وايضا عن الحياه المصريه القديمه فكل هذا انجاز مصرى عظيم فارجو من الجميع زياره هذا المكان الرائع خصوصا مع التخفيضات الهائله لهذا المكان
","مكان، الزياره، المكان، التخفيضات",1,"1,1,1,1"
550,"لكل من يهتم بالتاريخ 
بسم الله الرحمن الرحيم
لكل من يهتم بالتاريخ لن يفوت ابدا الدخول الى مكتبة الاسكندرية
لا تقتصر على الكتب فقط
وانما يوجد فيها مجسمات عن اشياء عظية
شكرا لكل القائمين عليها
","مكتبة الاسكندرية، مجسمات",1,"1,1"
551,"المكتبات كما ينبغى ان تكون 
مكتبة الاسكندرية من المكتبات العالمية ويمكن ان تدرك من الاماكن السياحية وان الخدمة بها والعاملين فى منتهى الانضبات والدقة وتوجد برامج ارشادية للزائرين الجدد
","مكتبة الاسكندرية، الخدمة، العاملين",1,"1,1,1"
552,"أروع الكتب وأقدمها تاريخاً وروعة التصميم 
عرفت باسم مكتبة الإسكندرية الملَكية أو المكتبة العظمي أو ببساطة مكتبة الإسكندرية أو أكبر مكتبات عصرها، شيدها بطليموس الأول ويقال أنه تم تأسيسها علي يد الإسكندر الأكبر قبل ثلاثة وعشرين قرناً ويقال أيضاً أنه تم تأسيسها على يد بطليموس الثاني في أوائل القرن الثالث قبل الميلاد،عام (285 ـ 247) قبل الميلاد . تصميم رائع
","المكتبة، الكتب",1,"1,1"
553,"شاطى عجيبة لة سحر 
مرسى مطروح من أفضل الأماكن الممتعة بمصر ومن أفضل شواطئ مصر وبالأخص شاطئ عجيبة المنظر العام للشاطئ من أعلى رائع البحر والجبل والسماء والرمال حاجة فوق الوصف
","الأماكن، المنظر العام",1,"1,1"
554,"عجيبة وهى فعلا عجيبة 
الجو الصافى والشواطئ الملية الناعمة والنظيفة والاسعار المناسبة والاقامة المريحة ينقصها فقط مياه النيل
","الجو، الشواطئ الملية، الاسعار",1,"1,1,1"
555,"شاطئ عجيبة 
منظر رائع وتحفة خاصة وانت تنظر من اعلى على البحر مع الجبل والسماء كما ان الوان المياه جميلة جدا وتحس بالراحة فى هذا المكان لكن نزول البحر يجب ان تحترس عند النزول لوجود بعض الاماكن بها صخور شديدة
","منظر، الوان المياه، صخور",1,"1,1,-1"
557,"المكان متميز 
ملئ بالمحلات ولكن بيتميز بمحلات الزيتون والتوابل والنعناع الجبلى واكيد محلات الملابس والإكسسوارات :)
",المكان,1,1
558,"سوق ليبيا 
لم ارى فيه شئ يجذب فهو اقرب الى سوق العتبه فى القاهرة لايوجد فيه ملابس اواكسسوارات او مستلزمات اثق فيها
",سوق ليبيا,-1,1
559,"بحيرة سيوة 
المظر جميل وخلاب وكيف تجد هذه البحيرة وسط الصحراء الجرداء وهناك تنوع لطبيعة المياه فتجد الساخنة جدا ولا تستطيع ان تمكث بها اكثر من 10 دقائق واخرى كبريتيه واخرى بها نسبة المنجنيز العالية واخرى باردة لا تستطيع نزولها واخرى معتدلة تتمنى ان تمكث بها اكثر ساعات اليوم
",المظر,1,1
560,"معبد التنبؤات - امون 
مكان اكثر من رائع وبه تحس ان تعود الى الزمان القديم منذ ايام الاسكندر الاكبر والنبؤات وهذا م حدث على حيث تخيلت هذه الايام فى الزمان البعيد كما ترى روعة المكان من اثار قديمة ومناظر خلابة للبحيرة والنخيل كذلك اثار مدينة شالى القديمة
","مكان، المكان، اثار، مناظر",1,"1,1,1,1"
561,"مكان جميل 
منظر جميل ولكن ممكن رؤيته بالنسبة الى من على البحر فى الاسكندرية وعموما هو منظر جميل والاولاد فرحوا جدا بشكل المورجيحه مثل توم اند جيرى
","مكان، منظر، منظر",1,"1,1,1"
562,"عجيبة وهى فعلا عجيبة 
من افضل اماكن للتصييف فى جمهورية مصر حيث تمتاز بشواطئها الطويلة والنظيفة ومياهها الزرقاء الصافية علاوة على توافر كافة الخدمات والجو المثالى الخالى مكن التلوث
","عجيبة، شواطئ، مياه، الجو",1,"1,1,1,1"
563,"متحف العالمين 
أعجبنى المتحف ولكن لا يوجد نظام في عرض الأشياء ولا يوجد من يشرح لنا أهميه ما هناك من أشياء ولابد من مراعاه المصريين والأجانب من الزوار فلا يوجد أهتمام بأى شيئ
",متحف العالمين,-1,1
564,"عين كليوباترا 
مكان به عين مياه تسمى عين كليوباترا مكان هادى ويمكن لك ان تستمتع بالسباحة شرط ان تكون تستطيع السباحة لانها عميقة جدا
",مكان,1,1
565,"شوف الشروق من فوق الدكرور 
مع نسمات االفجر اتسلق هذا الجبل الصغير لرويه الشروق من فوقه فهو احساس رائع بالتاكيد وتمتع بامتداد نظرك الى كل ما هو جميل حوله
","الجبل، احساس",1,"-1,1"
566,"جبل الدكرور مكان مختلف 
تتعرف على عادات اهل البلد الدينية او يمكن لك ان تقول طقوس اهل البلد الدينية وهم اغلبهم الطريقة الصوفية ولكن المنظر رائع من اعلى ويمكن ان ترى المكان من فوق بشكل جميل جدا ولكن احترس عند الصعود
","جبل الدكرور، المنظر، شكل",1,"1,1,1"
567,"مكان ممتاز لمشاهدة غروب الشمس 
التسلق ليس سهل نسبيا , غير مرشح للسيدات و الاطفال و الكبار .... متعب قليلا لكن بمجرد وصول القمة ستعرف لماذا ... تحصل على مشهد رائع للواحة كلها
","مكان، التسلق، مشهد",1,"1,-1,1"
568,"مدينه مرسي مطروح في جمهوريه مصر العربيه 
ما اروع تلك البقعه السحريه في جمهوريه مصر العربيه الا وهي مدينه مرسي مطروح التي تبعد عن القاهره عاصمه مصر بحوالي 420 كيلو متر حوالي اربعه ساعات ونصف بالسياره ...وهي تمتاز بالشواطيء الخلابه ومياه البحر المبهره ...وبها العديد من المعالم الأثريه الرائعه مثل منطقه جبال عجيبه التي تقع علي البحر مباشره وشاطيء الأبيض وشاطيء كليوا باترا الذي يحتوي علي حمام اثري يدعي حمام كليوباترا وهو كان حمام من الصخور مصمم في وسط البحر لتدخل المياه من فتحه وتندفع الي كرسي الملكه الصخري لتستحم وتخرج المياه من الناحيه الأخري ....هذا خلاف شاطيء الغرام ...والكورنيش الساحر
","مدينه مرسي مطروح في جمهوريه مصر العربيه، الشواطئ، مياه البحر، المعالم الأثرية، الكورنيش",1,"1,1,1,1,1"
